,Date,Veg_type,Depth,avg_daily_temp2
1402,12/1/2022,W2,-40,-0.42
1403,12/1/2022,W2,-15,-2.22
1404,12/1/2022,W2,0,-4.08
1405,12/2/2022,A1t,-40,-0.50
1406,12/2/2022,A1t,-15,-0.50
1407,12/2/2022,A1t,0,-1.58
1408,12/2/2022,M1,-40,-4.00
1409,12/2/2022,M1,-15,-4.75
1410,12/2/2022,M1,0,-5.25
1411,12/2/2022,M3,-40,-1.17
1412,12/2/2022,M3,-15,-2.38
1413,12/2/2022,M3,0,-2.88
1414,12/2/2022,M3t,-40,-1.25
1415,12/2/2022,M3t,-15,-1.88
1416,12/2/2022,M3t,0,-2.54
1417,12/2/2022,W1,-40,-0.98
1418,12/2/2022,W1,-15,-1.81
1419,12/2/2022,W1,0,-2.31
1420,12/2/2022,W2,-40,-0.50
1421,12/2/2022,W2,-15,-2.00
1422,12/2/2022,W2,0,-3.25
1423,12/3/2022,A1t,-40,-0.50
1424,12/3/2022,A1t,-15,-0.50
1425,12/3/2022,A1t,0,-0.96
1426,12/3/2022,M1,-40,-3.50
1427,12/3/2022,M1,-15,-3.42
1428,12/3/2022,M1,0,-4.25
1429,12/3/2022,M3,-40,-1.21
1430,12/3/2022,M3,-15,-1.46
1431,12/3/2022,M3,0,-1.67
1432,12/3/2022,M3t,-40,-1.25
1433,12/3/2022,M3t,-15,-1.29
1434,12/3/2022,M3t,0,-1.67
1435,12/3/2022,W1,-40,-1.00
1436,12/3/2022,W1,-15,-1.25
1437,12/3/2022,W1,0,-1.50
1438,12/3/2022,W2,-40,-0.50
1439,12/3/2022,W2,-15,-1.36
1440,12/3/2022,W2,0,-2.28
1441,12/4/2022,A1t,-40,-0.50
1442,12/4/2022,A1t,-15,-0.29
1443,12/4/2022,A1t,0,-0.75
1444,12/4/2022,M1,-40,-3.54
1445,12/4/2022,M1,-15,-4.50
1446,12/4/2022,M1,0,-6.83
1447,12/4/2022,M3,-40,-1.17
1448,12/4/2022,M3,-15,-2.38
1449,12/4/2022,M3,0,-4.13
1450,12/4/2022,M3t,-40,-1.25
1451,12/4/2022,M3t,-15,-1.58
1452,12/4/2022,M3t,0,-2.21
1453,12/4/2022,W1,-40,-1.00
1454,12/4/2022,W1,-15,-1.63
1455,12/4/2022,W1,0,-2.63
1456,12/4/2022,W2,-40,-0.53
1457,12/4/2022,W2,-15,-2.03
1458,12/4/2022,W2,0,-3.92
1459,12/5/2022,A1t,-40,-0.50
1460,12/5/2022,A1t,-15,-0.29
1461,12/5/2022,A1t,0,-1.33
1462,12/5/2022,M1,-40,-4.04
1463,12/5/2022,M1,-15,-5.21
1464,12/5/2022,M1,0,-7.00
1465,12/5/2022,M3,-40,-1.38
1466,12/5/2022,M3,-15,-3.08
1467,12/5/2022,M3,0,-4.42
1468,12/5/2022,M3t,-40,-1.42
1469,12/5/2022,M3t,-15,-1.88
1470,12/5/2022,M3t,0,-2.67
1471,12/5/2022,W1,-40,-1.21
1472,12/5/2022,W1,-15,-2.06
1473,12/5/2022,W1,0,-3.06
1474,12/5/2022,W2,-40,-0.78
1475,12/5/2022,W2,-15,-2.44
1476,12/5/2022,W2,0,-4.14
1477,12/6/2022,A1t,-40,-0.50
1478,12/6/2022,A1t,-15,-0.50
1479,12/6/2022,A1t,0,-1.33
1480,12/6/2022,M1,-40,-4.38
1481,12/6/2022,M1,-15,-4.96
1482,12/6/2022,M1,0,-6.58
1483,12/6/2022,M3,-40,-1.50
1484,12/6/2022,M3,-15,-2.75
1485,12/6/2022,M3,0,-3.75
1486,12/6/2022,M3t,-40,-1.50
1487,12/6/2022,M3t,-15,-1.75
1488,12/6/2022,M3t,0,-2.63
1489,12/6/2022,W1,-40,-1.38
1490,12/6/2022,W1,-15,-2.02
1491,12/6/2022,W1,0,-2.92
1492,12/6/2022,W2,-40,-1.00
1493,12/6/2022,W2,-15,-2.33
1494,12/6/2022,W2,0,-3.67
1495,12/7/2022,A1t,-40,-0.50
1496,12/7/2022,A1t,-15,-0.50
1497,12/7/2022,A1t,0,-1.75
1498,12/7/2022,M1,-40,-4.54
1499,12/7/2022,M1,-15,-5.79
1500,12/7/2022,M1,0,-7.92
1501,12/7/2022,M3,-40,-1.92
1502,12/7/2022,M3,-15,-3.42
1503,12/7/2022,M3,0,-4.88
1504,12/7/2022,M3t,-40,-1.58
1505,12/7/2022,M3t,-15,-2.00
1506,12/7/2022,M3t,0,-3.00
1507,12/7/2022,W1,-40,-1.60
1508,12/7/2022,W1,-15,-2.46
1509,12/7/2022,W1,0,-3.63
1510,12/7/2022,W2,-40,-1.06
1511,12/7/2022,W2,-15,-2.75
1512,12/7/2022,W2,0,-4.58
1513,12/8/2022,A1t,-40,-0.50
1514,12/8/2022,A1t,-15,-0.50
1515,12/8/2022,A1t,0,-1.96
1516,12/8/2022,M1,-40,-5.00
1517,12/8/2022,M1,-15,-6.17
1518,12/8/2022,M1,0,-7.83
1519,12/8/2022,M3,-40,-2.13
1520,12/8/2022,M3,-15,-3.67
1521,12/8/2022,M3,0,-4.63
1522,12/8/2022,M3t,-40,-1.75
1523,12/8/2022,M3t,-15,-2.33
1524,12/8/2022,M3t,0,-3.25
1525,12/8/2022,W1,-40,-1.81
1526,12/8/2022,W1,-15,-2.67
1527,12/8/2022,W1,0,-3.67
1528,12/8/2022,W2,-40,-1.33
1529,12/8/2022,W2,-15,-2.97
1530,12/8/2022,W2,0,-4.69
1531,12/9/2022,A1t,-40,-0.50
1532,12/9/2022,A1t,-15,-0.67
1533,12/9/2022,A1t,0,-1.96
1534,12/9/2022,M1,-40,-5.25
1535,12/9/2022,M1,-15,-6.58
1536,12/9/2022,M1,0,-8.75
1537,12/9/2022,M3,-40,-2.50
1538,12/9/2022,M3,-15,-3.96
1539,12/9/2022,M3,0,-5.42
1540,12/9/2022,M3t,-40,-1.88
1541,12/9/2022,M3t,-15,-2.54
1542,12/9/2022,M3t,0,-3.58
1543,12/9/2022,W1,-40,-2.06
1544,12/9/2022,W1,-15,-3.10
1545,12/9/2022,W1,0,-4.23
1546,12/9/2022,W2,-40,-1.61
1547,12/9/2022,W2,-15,-3.36
1548,12/9/2022,W2,0,-5.28
1549,12/10/2022,A1t,-40,-0.50
1550,12/10/2022,A1t,-15,-0.75
1551,12/10/2022,A1t,0,-2.29
1552,12/10/2022,M1,-40,-5.63
1553,12/10/2022,M1,-15,-7.25
1554,12/10/2022,M1,0,-10.17
1555,12/10/2022,M3,-40,-2.83
1556,12/10/2022,M3,-15,-4.67
1557,12/10/2022,M3,0,-6.33
1558,12/10/2022,M3t,-40,-2.04
1559,12/10/2022,M3t,-15,-2.83
1560,12/10/2022,M3t,0,-4.00
1561,12/10/2022,W1,-40,-2.35
1562,12/10/2022,W1,-15,-3.60
1563,12/10/2022,W1,0,-5.02
1564,12/10/2022,W2,-40,-2.00
1565,12/10/2022,W2,-15,-3.97
1566,12/10/2022,W2,0,-6.14
1567,12/11/2022,A1t,-40,-0.50
1568,12/11/2022,A1t,-15,-0.96
1569,12/11/2022,A1t,0,-2.83
1570,12/11/2022,M1,-40,-6.42
1571,12/11/2022,M1,-15,-8.54
1572,12/11/2022,M1,0,-12.50
1573,12/11/2022,M3,-40,-3.38
1574,12/11/2022,M3,-15,-5.96
1575,12/11/2022,M3,0,-8.21
1576,12/11/2022,M3t,-40,-2.33
1577,12/11/2022,M3t,-15,-3.46
1578,12/11/2022,M3t,0,-4.92
1579,12/11/2022,W1,-40,-2.77
1580,12/11/2022,W1,-15,-4.54
1581,12/11/2022,W1,0,-6.42
1582,12/11/2022,W2,-40,-2.58
1583,12/11/2022,W2,-15,-5.14
1584,12/11/2022,W2,0,-7.86
1585,12/12/2022,A1t,-40,-0.50
1586,12/12/2022,A1t,-15,-1.00
1587,12/12/2022,A1t,0,-3.21
1588,12/12/2022,M1,-40,-7.17
1589,12/12/2022,M1,-15,-9.38
1590,12/12/2022,M1,0,-11.83
1591,12/12/2022,M3,-40,-4.13
1592,12/12/2022,M3,-15,-6.58
1593,12/12/2022,M3,0,-8.08
1594,12/12/2022,M3t,-40,-2.63
1595,12/12/2022,M3t,-15,-3.92
1596,12/12/2022,M3t,0,-5.17
1597,12/12/2022,W1,-40,-3.38
1598,12/12/2022,W1,-15,-5.15
1599,12/12/2022,W1,0,-6.56
1600,12/12/2022,W2,-40,-3.31
1601,12/12/2022,W2,-15,-5.89
1602,12/12/2022,W2,0,-8.08
1603,12/13/2022,A1t,-40,-0.50
1604,12/13/2022,A1t,-15,-1.00
1605,12/13/2022,A1t,0,-2.92
1606,12/13/2022,M1,-40,-7.29
1607,12/13/2022,M1,-15,-9.04
1608,12/13/2022,M1,0,-11.58
1609,12/13/2022,M3,-40,-4.50
1610,12/13/2022,M3,-15,-6.21
1611,12/13/2022,M3,0,-7.58
1612,12/13/2022,M3t,-40,-2.83
1613,12/13/2022,M3t,-15,-4.13
1614,12/13/2022,M3t,0,-5.17
1615,12/13/2022,W1,-40,-3.63
1616,12/13/2022,W1,-15,-4.94
1617,12/13/2022,W1,0,-6.04
1618,12/13/2022,W2,-40,-3.67
1619,12/13/2022,W2,-15,-5.75
1620,12/13/2022,W2,0,-7.56
1621,12/14/2022,A1t,-40,-0.50
1622,12/14/2022,A1t,-15,-1.00
1623,12/14/2022,A1t,0,-2.92
1624,12/14/2022,M1,-40,-7.75
1625,12/14/2022,M1,-15,-9.50
1626,12/14/2022,M1,0,-12.33
1627,12/14/2022,M3,-40,-4.75
1628,12/14/2022,M3,-15,-6.71
1629,12/14/2022,M3,0,-8.29
1630,12/14/2022,M3t,-40,-3.25
1631,12/14/2022,M3t,-15,-4.33
1632,12/14/2022,M3t,0,-5.67
1633,12/14/2022,W1,-40,-3.88
1634,12/14/2022,W1,-15,-5.29
1635,12/14/2022,W1,0,-6.48
1636,12/14/2022,W2,-40,-3.92
1637,12/14/2022,W2,-15,-6.08
1638,12/14/2022,W2,0,-8.03
1639,12/15/2022,A1t,-40,-0.50
1640,12/15/2022,A1t,-15,-1.38
1641,12/15/2022,A1t,0,-3.25
1642,12/15/2022,M1,-40,-8.29
1643,12/15/2022,M1,-15,-10.75
1644,12/15/2022,M1,0,-14.50
1645,12/15/2022,M3,-40,-5.33
1646,12/15/2022,M3,-15,-7.83
1647,12/15/2022,M3,0,-9.92
1648,12/15/2022,M3t,-40,-3.67
1649,12/15/2022,M3t,-15,-5.04
1650,12/15/2022,M3t,0,-6.46
1651,12/15/2022,W1,-40,-4.35
1652,12/15/2022,W1,-15,-5.88
1653,12/15/2022,W1,0,-7.46
1654,12/15/2022,W2,-40,-4.36
1655,12/15/2022,W2,-15,-6.92
1656,12/15/2022,W2,0,-9.50
1657,12/16/2022,A1t,-40,-0.50
1658,12/16/2022,A1t,-15,-1.50
1659,12/16/2022,A1t,0,-3.63
1660,12/16/2022,M1,-40,-8.96
1661,12/16/2022,M1,-15,-11.29
1662,12/16/2022,M1,0,-14.67
1663,12/16/2022,M3,-40,-5.96
1664,12/16/2022,M3,-15,-8.42
1665,12/16/2022,M3,0,-10.21
1666,12/16/2022,M3t,-40,-4.21
1667,12/16/2022,M3t,-15,-5.63
1668,12/16/2022,M3t,0,-7.00
1669,12/16/2022,W1,-40,-4.83
1670,12/16/2022,W1,-15,-6.44
1671,12/16/2022,W1,0,-7.85
1672,12/16/2022,W2,-40,-4.89
1673,12/16/2022,W2,-15,-7.53
1674,12/16/2022,W2,0,-9.94
1675,12/17/2022,A1t,-40,-0.50
1676,12/17/2022,A1t,-15,-1.75
1677,12/17/2022,A1t,0,-4.04
1678,12/17/2022,M1,-40,-9.67
1679,12/17/2022,M1,-15,-12.67
1680,12/17/2022,M1,0,-16.92
1681,12/17/2022,M3,-40,-6.67
1682,12/17/2022,M3,-15,-9.71
1683,12/17/2022,M3,0,-12.25
1684,12/17/2022,M3t,-40,-4.75
1685,12/17/2022,M3t,-15,-6.50
1686,12/17/2022,M3t,0,-8.04
1687,12/17/2022,W1,-40,-5.46
1688,12/17/2022,W1,-15,-7.33
1689,12/17/2022,W1,0,-9.19
1690,12/17/2022,W2,-40,-5.47
1691,12/17/2022,W2,-15,-8.64
1692,12/17/2022,W2,0,-11.56
1693,12/18/2022,A1t,-40,-0.50
1694,12/18/2022,A1t,-15,-2.00
1695,12/18/2022,A1t,0,-4.42
1696,12/18/2022,M1,-40,-10.58
1697,12/18/2022,M1,-15,-13.46
1698,12/18/2022,M1,0,-16.58
1699,12/18/2022,M3,-40,-7.50
1700,12/18/2022,M3,-15,-10.38
1701,12/18/2022,M3,0,-12.13
1702,12/18/2022,M3t,-40,-5.33
1703,12/18/2022,M3t,-15,-7.17
1704,12/18/2022,M3t,0,-8.50
1705,12/18/2022,W1,-40,-6.19
1706,12/18/2022,W1,-15,-8.08
1707,12/18/2022,W1,0,-9.58
1708,12/18/2022,W2,-40,-6.22
1709,12/18/2022,W2,-15,-9.19
1710,12/18/2022,W2,0,-11.75
1711,12/19/2022,A1t,-40,-0.50
1712,12/19/2022,A1t,-15,-2.00
1713,12/19/2022,A1t,0,-4.25
1714,12/19/2022,M1,-40,-10.88
1715,12/19/2022,M1,-15,-13.29
1716,12/19/2022,M1,0,-15.92
1717,12/19/2022,M3,-40,-7.96
1718,12/19/2022,M3,-15,-10.25
1719,12/19/2022,M3,0,-11.75
1720,12/19/2022,M3t,-40,-5.75
1721,12/19/2022,M3t,-15,-7.46
1722,12/19/2022,M3t,0,-8.63
1723,12/19/2022,W1,-40,-6.65
1724,12/19/2022,W1,-15,-8.23
1725,12/19/2022,W1,0,-9.56
1726,12/19/2022,W2,-40,-6.50
1727,12/19/2022,W2,-15,-9.22
1728,12/19/2022,W2,0,-11.42
1729,12/20/2022,A1t,-40,-0.50
1730,12/20/2022,A1t,-15,-2.00
1731,12/20/2022,A1t,0,-4.08
1732,12/20/2022,M1,-40,-10.79
1733,12/20/2022,M1,-15,-12.75
1734,12/20/2022,M1,0,-15.17
1735,12/20/2022,M3,-40,-8.00
1736,12/20/2022,M3,-15,-9.83
1737,12/20/2022,M3,0,-11.08
1738,12/20/2022,M3t,-40,-6.13
1739,12/20/2022,M3t,-15,-7.33
1740,12/20/2022,M3t,0,-8.58
1741,12/20/2022,W1,-40,-6.96
1742,12/20/2022,W1,-15,-8.19
1743,12/20/2022,W1,0,-9.27
1744,12/20/2022,W2,-40,-6.67
1745,12/20/2022,W2,-15,-8.81
1746,12/20/2022,W2,0,-10.64
1747,12/21/2022,A1t,-40,-0.50
1748,12/21/2022,A1t,-15,-2.33
1749,12/21/2022,A1t,0,-4.50
1750,12/21/2022,M1,-40,-11.17
1751,12/21/2022,M1,-15,-13.83
1752,12/21/2022,M1,0,-17.42
1753,12/21/2022,M3,-40,-8.33
1754,12/21/2022,M3,-15,-11.00
1755,12/21/2022,M3,0,-12.96
1756,12/21/2022,M3t,-40,-6.42
1757,12/21/2022,M3t,-15,-8.08
1758,12/21/2022,M3t,0,-9.42
1759,12/21/2022,W1,-40,-7.23
1760,12/21/2022,W1,-15,-8.92
1761,12/21/2022,W1,0,-10.50
1762,12/21/2022,W2,-40,-7.00
1763,12/21/2022,W2,-15,-9.61
1764,12/21/2022,W2,0,-12.03
1765,12/22/2022,A1t,-40,-0.50
1766,12/22/2022,A1t,-15,-2.71
1767,12/22/2022,A1t,0,-4.92
1768,12/22/2022,M1,-40,-11.75
1769,12/22/2022,M1,-15,-13.71
1770,12/22/2022,M1,0,-15.75
1771,12/22/2022,M3,-40,-8.79
1772,12/22/2022,M3,-15,-10.92
1773,12/22/2022,M3,0,-12.08
1774,12/22/2022,M3t,-40,-6.79
1775,12/22/2022,M3t,-15,-8.33
1776,12/22/2022,M3t,0,-9.58
1777,12/22/2022,W1,-40,-7.73
1778,12/22/2022,W1,-15,-9.19
1779,12/22/2022,W1,0,-10.29
1780,12/22/2022,W2,-40,-7.42
1781,12/22/2022,W2,-15,-9.78
1782,12/22/2022,W2,0,-11.58
1783,12/23/2022,A1t,-40,-0.50
1784,12/23/2022,A1t,-15,-2.92
1785,12/23/2022,A1t,0,-4.88
1786,12/23/2022,M1,-40,-11.75
1787,12/23/2022,M1,-15,-13.33
1788,12/23/2022,M1,0,-15.67
1789,12/23/2022,M3,-40,-9.00
1790,12/23/2022,M3,-15,-10.88
1791,12/23/2022,M3,0,-12.08
1792,12/23/2022,M3t,-40,-7.00
1793,12/23/2022,M3t,-15,-8.46
1794,12/23/2022,M3t,0,-9.54
1795,12/23/2022,W1,-40,-7.83
1796,12/23/2022,W1,-15,-9.13
1797,12/23/2022,W1,0,-10.21
1798,12/23/2022,W2,-40,-7.58
1799,12/23/2022,W2,-15,-9.72
1800,12/23/2022,W2,0,-11.47
1801,12/24/2022,A1t,-40,-0.50
1802,12/24/2022,A1t,-15,-3.33
1803,12/24/2022,A1t,0,-5.08
1804,12/24/2022,M1,-40,-11.50
1805,12/24/2022,M1,-15,-13.29
1806,12/24/2022,M1,0,-15.83
1807,12/24/2022,M3,-40,-9.04
1808,12/24/2022,M3,-15,-10.83
1809,12/24/2022,M3,0,-12.21
1810,12/24/2022,M3t,-40,-7.21
1811,12/24/2022,M3t,-15,-8.54
1812,12/24/2022,M3t,0,-9.67
1813,12/24/2022,W1,-40,-7.96
1814,12/24/2022,W1,-15,-9.17
1815,12/24/2022,W1,0,-10.21
1816,12/24/2022,W2,-40,-7.72
1817,12/24/2022,W2,-15,-9.58
1818,12/24/2022,W2,0,-11.47
1819,12/25/2022,A1t,-40,-0.50
1820,12/25/2022,A1t,-15,-3.83
1821,12/25/2022,A1t,0,-5.92
1822,12/25/2022,M1,-40,-11.96
1823,12/25/2022,M1,-15,-14.71
1824,12/25/2022,M1,0,-19.08
1825,12/25/2022,M3,-40,-9.54
1826,12/25/2022,M3,-15,-12.42
1827,12/25/2022,M3,0,-14.88
1828,12/25/2022,M3t,-40,-7.54
1829,12/25/2022,M3t,-15,-9.04
1830,12/25/2022,M3t,0,-10.54
1831,12/25/2022,W1,-40,-8.29
1832,12/25/2022,W1,-15,-9.92
1833,12/25/2022,W1,0,-11.58
1834,12/25/2022,W2,-40,-8.17
1835,12/25/2022,W2,-15,-10.78
1836,12/25/2022,W2,0,-13.53
1837,12/26/2022,A1t,-40,-1.00
1838,12/26/2022,A1t,-15,-4.96
1839,12/26/2022,A1t,0,-7.38
1840,12/26/2022,M1,-40,-13.13
1841,12/26/2022,M1,-15,-16.42
1842,12/26/2022,M1,0,-20.17
1843,12/26/2022,M3,-40,-10.71
1844,12/26/2022,M3,-15,-14.00
1845,12/26/2022,M3,0,-16.38
1846,12/26/2022,M3t,-40,-8.04
1847,12/26/2022,M3t,-15,-10.04
1848,12/26/2022,M3t,0,-11.58
1849,12/26/2022,W1,-40,-9.02
1850,12/26/2022,W1,-15,-11.10
1851,12/26/2022,W1,0,-12.85
1852,12/26/2022,W2,-40,-9.14
1853,12/26/2022,W2,-15,-12.33
1854,12/26/2022,W2,0,-15.03
1855,12/27/2022,A1t,-40,-2.75
1856,12/27/2022,A1t,-15,-6.00
1857,12/27/2022,A1t,0,-8.17
1858,12/27/2022,M1,-40,-13.50
1859,12/27/2022,M1,-15,-16.08
1860,12/27/2022,M1,0,-19.00
1861,12/27/2022,M3,-40,-11.21
1862,12/27/2022,M3,-15,-13.79
1863,12/27/2022,M3,0,-15.46
1864,12/27/2022,M3t,-40,-8.58
1865,12/27/2022,M3t,-15,-10.42
1866,12/27/2022,M3t,0,-11.71
1867,12/27/2022,W1,-40,-9.52
1868,12/27/2022,W1,-15,-11.35
1869,12/27/2022,W1,0,-12.71
1870,12/27/2022,W2,-40,-9.69
1871,12/27/2022,W2,-15,-12.33
1872,12/27/2022,W2,0,-14.47
1873,12/28/2022,A1t,-40,-4.17
1874,12/28/2022,A1t,-15,-6.96
1875,12/28/2022,A1t,0,-9.00
1876,12/28/2022,M1,-40,-13.71
1877,12/28/2022,M1,-15,-15.92
1878,12/28/2022,M1,0,-18.67
1879,12/28/2022,M3,-40,-11.50
1880,12/28/2022,M3,-15,-13.75
1881,12/28/2022,M3,0,-15.42
1882,12/28/2022,M3t,-40,-8.75
1883,12/28/2022,M3t,-15,-10.67
1884,12/28/2022,M3t,0,-11.96
1885,12/28/2022,W1,-40,-9.94
1886,12/28/2022,W1,-15,-11.58
1887,12/28/2022,W1,0,-12.77
1888,12/28/2022,W2,-40,-9.94
1889,12/28/2022,W2,-15,-12.47
1890,12/28/2022,W2,0,-14.53
1891,12/29/2022,A1t,-40,-5.25
1892,12/29/2022,A1t,-15,-7.67
1893,12/29/2022,A1t,0,-9.46
1894,12/29/2022,M1,-40,-13.75
1895,12/29/2022,M1,-15,-15.54
1896,12/29/2022,M1,0,-17.58
1897,12/29/2022,M3,-40,-11.58
1898,12/29/2022,M3,-15,-13.54
1899,12/29/2022,M3,0,-14.58
1900,12/29/2022,M3t,-40,-9.00
1901,12/29/2022,M3t,-15,-10.58
1902,12/29/2022,M3t,0,-12.04
1903,12/29/2022,W1,-40,-10.10
1904,12/29/2022,W1,-15,-11.60
1905,12/29/2022,W1,0,-12.60
1906,12/29/2022,W2,-40,-10.11
1907,12/29/2022,W2,-15,-12.31
1908,12/29/2022,W2,0,-14.06
1909,12/30/2022,A1t,-40,-6.08
1910,12/30/2022,A1t,-15,-8.00
1911,12/30/2022,A1t,0,-9.33
1912,12/30/2022,M1,-40,-13.29
1913,12/30/2022,M1,-15,-14.71
1914,12/30/2022,M1,0,-16.17
1915,12/30/2022,M3,-40,-11.42
1916,12/30/2022,M3,-15,-12.75
1917,12/30/2022,M3,0,-13.42
1918,12/30/2022,M3t,-40,-9.04
1919,12/30/2022,M3t,-15,-10.29
1920,12/30/2022,M3t,0,-11.50
1921,12/30/2022,W1,-40,-10.02
1922,12/30/2022,W1,-15,-11.17
1923,12/30/2022,W1,0,-11.92
1924,12/30/2022,W2,-40,-10.11
1925,12/30/2022,W2,-15,-11.64
1926,12/30/2022,W2,0,-13.00
1927,12/31/2022,A1t,-40,-6.50
1928,12/31/2022,A1t,-15,-8.00
1929,12/31/2022,A1t,0,-9.04
1930,12/31/2022,M1,-40,-12.83
1931,12/31/2022,M1,-15,-14.00
1932,12/31/2022,M1,0,-15.58
1933,12/31/2022,M3,-40,-11.17
1934,12/31/2022,M3,-15,-12.04
1935,12/31/2022,M3,0,-12.83
1936,12/31/2022,M3t,-40,-9.13
1937,12/31/2022,M3t,-15,-10.04
1938,12/31/2022,M3t,0,-11.21
1939,12/31/2022,W1,-40,-9.94
1940,12/31/2022,W1,-15,-10.85
1941,12/31/2022,W1,0,-11.56
1942,12/31/2022,W2,-40,-9.83
1943,12/31/2022,W2,-15,-11.11
1944,12/31/2022,W2,0,-12.42
1945,1/1/2023,A1t,-40,-6.92
1946,1/1/2023,A1t,-15,-8.21
1947,1/1/2023,A1t,0,-9.38
1948,1/1/2023,M1,-40,-12.75
1949,1/1/2023,M1,-15,-14.00
1950,1/1/2023,M1,0,-15.75
1951,1/1/2023,M3,-40,-11.00
1952,1/1/2023,M3,-15,-12.33
1953,1/1/2023,M3,0,-13.08
1954,1/1/2023,M3t,-40,-9.00
1955,1/1/2023,M3t,-15,-10.00
1956,1/1/2023,M3t,0,-11.21
1957,1/1/2023,W1,-40,-9.88
1958,1/1/2023,W1,-15,-10.88
1959,1/1/2023,W1,0,-11.69
1960,1/1/2023,W2,-40,-9.53
1961,1/1/2023,W2,-15,-11.06
1962,1/1/2023,W2,0,-12.44
1963,1/2/2023,A1t,-40,-7.08
1964,1/2/2023,A1t,-15,-8.50
1965,1/2/2023,A1t,0,-9.67
1966,1/2/2023,M1,-40,-12.58
1967,1/2/2023,M1,-15,-13.50
1968,1/2/2023,M1,0,-15.33
1969,1/2/2023,M3,-40,-11.00
1970,1/2/2023,M3,-15,-12.00
1971,1/2/2023,M3,0,-13.00
1972,1/2/2023,M3t,-40,-9.00
1973,1/2/2023,M3t,-15,-10.00
1974,1/2/2023,M3t,0,-11.04
1975,1/2/2023,W1,-40,-9.88
1976,1/2/2023,W1,-15,-10.79
1977,1/2/2023,W1,0,-11.60
1978,1/2/2023,W2,-40,-9.67
1979,1/2/2023,W2,-15,-11.06
1980,1/2/2023,W2,0,-12.25
1981,1/3/2023,A1t,-40,-7.50
1982,1/3/2023,A1t,-15,-8.71
1983,1/3/2023,A1t,0,-9.75
1984,1/3/2023,M1,-40,-12.33
1985,1/3/2023,M1,-15,-13.25
1986,1/3/2023,M1,0,-14.50
1987,1/3/2023,M3,-40,-10.83
1988,1/3/2023,M3,-15,-11.71
1989,1/3/2023,M3,0,-12.17
1990,1/3/2023,M3t,-40,-9.00
1991,1/3/2023,M3t,-15,-9.88
1992,1/3/2023,M3t,0,-10.96
1993,1/3/2023,W1,-40,-9.90
1994,1/3/2023,W1,-15,-10.58
1995,1/3/2023,W1,0,-11.17
1996,1/3/2023,W2,-40,-9.64
1997,1/3/2023,W2,-15,-10.81
1998,1/3/2023,W2,0,-11.89
1999,1/4/2023,A1t,-40,-7.50
2000,1/4/2023,A1t,-15,-8.58
2001,1/4/2023,A1t,0,-9.29
2002,1/4/2023,M1,-40,-12.00
2003,1/4/2023,M1,-15,-12.54
2004,1/4/2023,M1,0,-13.42
2005,1/4/2023,M3,-40,-10.63
2006,1/4/2023,M3,-15,-11.08
2007,1/4/2023,M3,0,-11.29
2008,1/4/2023,M3t,-40,-8.92
2009,1/4/2023,M3t,-15,-9.63
2010,1/4/2023,M3t,0,-10.63
2011,1/4/2023,W1,-40,-9.71
2012,1/4/2023,W1,-15,-10.21
2013,1/4/2023,W1,0,-10.65
2014,1/4/2023,W2,-40,-9.33
2015,1/4/2023,W2,-15,-10.31
2016,1/4/2023,W2,0,-11.28
2017,1/5/2023,A1t,-40,-7.50
2018,1/5/2023,A1t,-15,-8.33
2019,1/5/2023,A1t,0,-9.13
2020,1/5/2023,M1,-40,-11.54
2021,1/5/2023,M1,-15,-11.83
2022,1/5/2023,M1,0,-12.83
2023,1/5/2023,M3,-40,-10.25
2024,1/5/2023,M3,-15,-10.50
2025,1/5/2023,M3,0,-10.75
2026,1/5/2023,M3t,-40,-8.75
2027,1/5/2023,M3t,-15,-9.33
2028,1/5/2023,M3t,0,-10.08
2029,1/5/2023,W1,-40,-9.46
2030,1/5/2023,W1,-15,-9.83
2031,1/5/2023,W1,0,-10.17
2032,1/5/2023,W2,-40,-9.11
2033,1/5/2023,W2,-15,-9.86
2034,1/5/2023,W2,0,-10.69
2035,1/6/2023,A1t,-40,-7.50
2036,1/6/2023,A1t,-15,-8.33
2037,1/6/2023,A1t,0,-9.29
2038,1/6/2023,M1,-40,-11.38
2039,1/6/2023,M1,-15,-11.92
2040,1/6/2023,M1,0,-13.58
2041,1/6/2023,M3,-40,-10.25
2042,1/6/2023,M3,-15,-10.83
2043,1/6/2023,M3,0,-11.54
2044,1/6/2023,M3t,-40,-8.75
2045,1/6/2023,M3t,-15,-9.17
2046,1/6/2023,M3t,0,-10.29
2047,1/6/2023,W1,-40,-9.38
2048,1/6/2023,W1,-15,-9.92
2049,1/6/2023,W1,0,-10.54
2050,1/6/2023,W2,-40,-9.00
2051,1/6/2023,W2,-15,-9.89
2052,1/6/2023,W2,0,-11.00
2053,1/7/2023,A1t,-40,-8.00
2054,1/7/2023,A1t,-15,-8.75
2055,1/7/2023,A1t,0,-9.75
2056,1/7/2023,M1,-40,-11.50
2057,1/7/2023,M1,-15,-12.46
2058,1/7/2023,M1,0,-14.00
2059,1/7/2023,M3,-40,-10.25
2060,1/7/2023,M3,-15,-11.29
2061,1/7/2023,M3,0,-12.08
2062,1/7/2023,M3t,-40,-8.75
2063,1/7/2023,M3t,-15,-9.54
2064,1/7/2023,M3t,0,-10.67
2065,1/7/2023,W1,-40,-9.44
2066,1/7/2023,W1,-15,-10.27
